data;regione;ricoverati_con_sintomi;terapia_intensiva;totale_ospedalizzati;isolamento_domiciliare;totale_positivi;variazione_totale_positivi;dimessi_guariti;deceduti;totale_casi;tamponi;casi_testati;nuovi_casi;nuovi_tamponi;nuovi_deceduti;nuovi_dimessi_guariti;nuovi_terapia_intensiva
2020-05-05;Trentino-Alto Adige;99;11;110;502;612;-24;1644;286;2542;45264;20561,0;1,0;591,0;2,0;23,0;1,0
2020-05-06;Trentino-Alto Adige;99;11;110;469;579;-33;1678;286;2543;46228;20872,0;1,0;964,0;0,0;34,0;0,0
2020-05-07;Trentino-Alto Adige;87;11;98;453;551;-28;1715;286;2552;47091;21284,0;9,0;863,0;0,0;37,0;0,0
2020-05-08;Trentino-Alto Adige;78;9;87;415;502;-49;1767;289;2558;47908;21572,0;6,0;817,0;3,0;52,0;-2,0
2020-05-09;Trentino-Alto Adige;55;9;64;409;473;-29;1804;290;2567;48858;21969,0;9,0;950,0;1,0;37,0;0,0
2020-05-10;Trentino-Alto Adige;61;8;69;390;459;-14;1820;290;2569;49571;22265,0;2,0;713,0;0,0;16,0;-1,0
2020-02-24;Trentino-Alto Adige;0;0;0;0;0;0;0;0;0;3;;0,0;3,0;0,0;0,0;0,0
2020-02-25;Trentino-Alto Adige;0;0;0;0;0;0;0;0;0;3;;0,0;0,0;0,0;0,0;0,0
2020-02-26;Trentino-Alto Adige;0;0;0;0;0;0;0;0;0;3;;0,0;0,0;0,0;0,0;0,0
2020-02-27;Trentino-Alto Adige;0;0;0;0;0;0;0;0;0;32;;0,0;29,0;0,0;0,0;0,0
2020-02-28;Trentino-Alto Adige;0;0;0;0;0;0;0;0;0;32;;0,0;0,0;0,0;0,0;0,0
2020-02-29;Trentino-Alto Adige;0;0;0;0;0;0;0;0;0;43;;0,0;11,0;0,0;0,0;0,0
2020-03-01;Trentino-Alto Adige;0;0;0;0;0;0;0;0;0;122;;0,0;79,0;0,0;0,0;0,0
2020-03-02;Trentino-Alto Adige;0;0;0;0;0;0;0;0;0;122;;0,0;0,0;0,0;0,0;0,0
2020-03-03;Trentino-Alto Adige;1;0;1;3;4;4;0;0;4;122;;4,0;0,0;0,0;0,0;0,0
2020-03-04;Trentino-Alto Adige;1;0;1;4;5;1;0;0;5;122;;1,0;0,0;0,0;0,0;0,0
2020-03-05;Trentino-Alto Adige;2;0;2;5;7;2;0;0;7;122;;2,0;0,0;0,0;0,0;0,0
2020-03-06;Trentino-Alto Adige;4;0;4;6;10;3;0;0;10;122;;3,0;0,0;0,0;0,0;0,0
2020-03-07;Trentino-Alto Adige;6;1;7;7;14;4;0;0;14;194;;4,0;72,0;0,0;0,0;1,0
2020-03-08;Trentino-Alto Adige;7;2;9;14;23;9;0;0;23;228;;9,0;34,0;0,0;0,0;1,0
2020-03-09;Trentino-Alto Adige;10;2;12;21;33;10;0;0;33;267;;10,0;39,0;0,0;0,0;0,0
2020-03-10;Trentino-Alto Adige;19;3;22;28;50;17;2;0;52;399;;19,0;132,0;0,0;2,0;1,0
2020-03-11;Trentino-Alto Adige;28;4;32;42;74;24;3;0;77;527;;25,0;128,0;0,0;1,0;1,0
2020-03-12;Trentino-Alto Adige;43;5;48;54;102;28;4;1;107;593;;30,0;66,0;1,0;1,0;1,0
2020-03-13;Trentino-Alto Adige;58;6;64;93;157;55;4;2;163;846;;56,0;253,0;1,0;0,0;1,0
2020-03-14;Trentino-Alto Adige;68;12;80;119;199;42;5;2;206;1006;;43,0;160,0;0,0;1,0;6,0
2020-03-15;Trentino-Alto Adige;73;19;92;275;367;168;5;6;378;1006;;172,0;0,0;4,0;0,0;7,0
2020-03-16;Trentino-Alto Adige;73;19;92;275;367;0;5;6;378;1006;;0,0;0,0;0,0;0,0;0,0
2020-03-17;Trentino-Alto Adige;107;22;129;239;368;1;10;7;385;1727;;7,0;721,0;1,0;5,0;3,0
2020-03-18;Trentino-Alto Adige;141;22;163;273;436;68;12;7;455;2187;;70,0;460,0;0,0;2,0;0,0
2020-03-19;Trentino-Alto Adige;169;30;199;292;491;55;20;12;523;2203;;68,0;16,0;5,0;8,0;8,0
2020-03-20;Trentino-Alto Adige;198;34;232;368;600;109;29;13;642;2656;;119,0;453,0;1,0;9,0;4,0
2020-03-21;Trentino-Alto Adige;233;39;272;448;720;120;34;28;782;2656;;140,0;0,0;15,0;5,0;5,0
2020-03-22;Trentino-Alto Adige;235;46;281;604;885;165;34;35;954;3050;;172,0;394,0;7,0;0,0;7,0
2020-03-23;Trentino-Alto Adige;249;46;295;619;914;29;68;41;1023;3150;;69,0;100,0;6,0;34,0;0,0
2020-03-24;Trentino-Alto Adige;308;49;357;618;975;61;79;56;1110;3712;;87,0;562,0;15,0;11,0;3,0
2020-03-25;Trentino-Alto Adige;308;65;373;685;1058;83;90;74;1222;4114;;112,0;402,0;18,0;11,0;16,0
2020-03-26;Trentino-Alto Adige;300;66;366;728;1094;36;117;86;1297;4600;;75,0;486,0;12,0;27,0;1,0
2020-03-27;Trentino-Alto Adige;341;66;407;757;1164;70;125;102;1391;4923;;94,0;323,0;16,0;8,0;0,0
2020-03-28;Trentino-Alto Adige;351;72;423;811;1234;70;151;120;1505;5561;;114,0;638,0;18,0;26,0;6,0
2020-03-29;Trentino-Alto Adige;356;75;431;862;1293;59;172;129;1594;5950;;89,0;389,0;9,0;21,0;3,0
2020-03-30;Trentino-Alto Adige;353;78;431;926;1357;64;178;147;1682;6377;;88,0;427,0;18,0;6,0;3,0
2020-03-31;Trentino-Alto Adige;354;80;434;955;1389;32;193;164;1746;6973;;64,0;596,0;17,0;15,0;2,0
2020-04-01;Trentino-Alto Adige;345;76;421;1062;1483;94;214;173;1870;7675;;124,0;702,0;9,0;21,0;-4,0
2020-04-02;Trentino-Alto Adige;339;78;417;1170;1587;104;229;187;2003;8496;;133,0;821,0;14,0;15,0;2,0
2020-04-03;Trentino-Alto Adige;343;80;423;1236;1659;72;246;204;2109;8993;;106,0;497,0;17,0;17,0;2,0
2020-04-04;Trentino-Alto Adige;353;81;434;1319;1753;94;257;210;2220;9863;;111,0;870,0;6,0;11,0;1,0
2020-04-05;Trentino-Alto Adige;352;80;432;1363;1795;42;273;217;2285;10476;;65,0;613,0;7,0;16,0;-1,0
2020-04-06;Trentino-Alto Adige;354;79;433;1405;1838;43;280;230;2348;11130;;63,0;654,0;13,0;7,0;-1,0
2020-04-07;Trentino-Alto Adige;360;78;438;1452;1890;52;342;244;2476;12030;;128,0;900,0;14,0;62,0;-1,0
2020-04-08;Trentino-Alto Adige;354;77;431;1509;1940;50;407;255;2602;13258;;126,0;1228,0;11,0;65,0;-1,0
2020-04-09;Trentino-Alto Adige;345;69;414;1564;1978;38;462;268;2708;14338;;106,0;1080,0;13,0;55,0;-8,0
2020-04-10;Trentino-Alto Adige;335;70;405;1589;1994;16;547;275;2816;14981;;108,0;643,0;7,0;85,0;1,0
2020-04-11;Trentino-Alto Adige;335;62;397;1667;2064;70;622;284;2970;16646;;154,0;1665,0;9,0;75,0;-8,0
2020-04-12;Trentino-Alto Adige;322;61;383;1699;2082;18;678;293;3053;17797;;83,0;1151,0;9,0;56,0;-1,0
2020-04-13;Trentino-Alto Adige;326;56;382;1698;2080;-2;746;300;3126;18586;;73,0;789,0;7,0;68,0;-5,0
2020-04-14;Trentino-Alto Adige;325;54;379;1703;2082;2;749;310;3141;18774;;15,0;188,0;10,0;3,0;-2,0
2020-04-15;Trentino-Alto Adige;312;48;360;1744;2104;22;798;318;3220;19535;;79,0;761,0;8,0;49,0;-6,0
2020-04-16;Trentino-Alto Adige;296;43;339;1748;2087;-17;885;322;3294;20773;;74,0;1238,0;4,0;87,0;-5,0
2020-04-17;Trentino-Alto Adige;286;44;330;1660;1990;-97;1044;342;3376;21921;;82,0;1148,0;20,0;159,0;1,0
2020-04-18;Trentino-Alto Adige;276;42;318;1667;1985;-5;1098;348;3431;23147;;55,0;1226,0;6,0;54,0;-2,0
2020-04-19;Trentino-Alto Adige;278;41;319;1652;1971;-14;1201;360;3532;24388;16685,0;101,0;1241,0;12,0;103,0;-1,0
2020-04-20;Trentino-Alto Adige;272;40;312;1617;1929;-42;1295;366;3590;26211;17347,0;58,0;1823,0;6,0;94,0;-1,0
2020-04-21;Trentino-Alto Adige;254;38;292;1617;1909;-20;1329;376;3614;26610;17705,0;24,0;399,0;10,0;34,0;-2,0
2020-04-22;Trentino-Alto Adige;245;34;279;1595;1874;-35;1391;381;3646;26674;17672,0;32,0;64,0;5,0;62,0;-4,0
2020-04-23;Trentino-Alto Adige;234;29;263;1608;1871;-3;1474;382;3727;28240;18656,0;81,0;1566,0;1,0;83,0;-5,0
2020-04-24;Trentino-Alto Adige;224;28;252;1575;1827;-44;1560;389;3776;29779;19250,0;49,0;1539,0;7,0;86,0;-1,0
2020-04-25;Trentino-Alto Adige;202;27;229;1515;1744;-83;1694;400;3838;30661;19394,0;62,0;882,0;11,0;134,0;-1,0
2020-04-26;Trentino-Alto Adige;199;24;223;1459;1682;-62;1807;405;3894;32142;19902,0;56,0;1481,0;5,0;113,0;-3,0
2020-04-27;Trentino-Alto Adige;201;23;224;1483;1707;25;1881;407;3995;33152;20199,0;101,0;1010,0;2,0;74,0;-1,0
2020-04-28;Trentino-Alto Adige;182;22;204;1361;1565;-142;2048;412;4025;33839;20539,0;30,0;687,0;5,0;167,0;-1,0
2020-04-29;Trentino-Alto Adige;165;22;187;1276;1463;-102;2190;416;4069;35008;20944,0;44,0;1169,0;4,0;142,0;0,0
2020-04-30;Trentino-Alto Adige;158;21;179;1191;1370;-93;2328;418;4116;36534;21622,0;47,0;1526,0;2,0;138,0;-1,0
2020-05-01;Trentino-Alto Adige;146;19;165;1128;1293;-77;2416;423;4132;37838;22602,0;16,0;1304,0;5,0;88,0;-2,0
2020-05-02;Trentino-Alto Adige;138;19;157;1125;1282;-11;2474;425;4181;39579;23380,0;49,0;1741,0;2,0;58,0;0,0
2020-05-03;Trentino-Alto Adige;136;17;153;1094;1247;-35;2571;429;4247;41095;24085,0;66,0;1516,0;4,0;97,0;-2,0
2020-05-04;Trentino-Alto Adige;135;17;152;1013;1165;-82;2663;430;4258;42061;24500,0;11,0;966,0;1,0;92,0;0,0
2020-05-05;Trentino-Alto Adige;126;15;141;900;1041;-124;2787;433;4261;42870;25137,0;3,0;809,0;3,0;124,0;-2,0
2020-05-06;Trentino-Alto Adige;116;13;129;853;982;-59;2861;437;4280;44719;26161,0;19,0;1849,0;4,0;74,0;-2,0
2020-05-07;Trentino-Alto Adige;99;11;110;800;910;-72;2935;438;4283;46500;28486,0;3,0;1781,0;1,0;74,0;-2,0
2020-05-08;Trentino-Alto Adige;94;11;105;767;872;-38;2975;438;4285;48220;29188,0;2,0;1720,0;0,0;40,0;0,0
2020-05-09;Trentino-Alto Adige;87;10;97;733;830;-42;3024;438;4292;50278;30354,0;7,0;2058,0;0,0;49,0;-1,0
2020-05-10;Trentino-Alto Adige;82;10;92;694;786;-44;3068;441;4295;52039;30808,0;3,0;1761,0;3,0;44,0;0,0
2020-02-24;Piemonte;2;0;2;1;3;0;0;0;3;141;;3,0;141,0;0,0;0,0;0,0
2020-02-25;Piemonte;2;0;2;1;3;0;0;0;3;141;;0,0;0,0;0,0;0,0;0,0
2020-02-26;Piemonte;2;0;2;1;3;0;0;0;3;156;;0,0;15,0;0,0;0,0;0,0
2020-02-27;Piemonte;2;0;2;0;2;-1;0;0;2;156;;-1,0;0,0;0,0;0,0;0,0
2020-02-28;Piemonte;7;0;7;4;11;9;0;0;11;227;;9,0;71,0;0,0;0,0;0,0
2020-02-29;Piemonte;7;0;7;4;11;0;0;0;11;308;;0,0;81,0;0,0;0,0;0,0
2020-03-01;Piemonte;11;2;13;36;49;38;0;0;49;362;;38,0;54,0;0,0;0,0;2,0
2020-03-02;Piemonte;12;2;14;37;51;2;0;0;51;434;;2,0;72,0;0,0;0,0;0,0
2020-03-03;Piemonte;13;3;16;40;56;5;0;0;56;458;;5,0;24,0;0,0;0,0;1,0
2020-03-04;Piemonte;26;13;39;43;82;26;0;0;82;543;;26,0;85,0;0,0;0,0;10,0
2020-03-05;Piemonte;43;17;60;46;106;24;0;2;108;543;;26,0;0,0;2,0;0,0;4,0
2020-03-06;Piemonte;57;30;87;52;139;33;0;4;143;793;;35,0;250,0;2,0;0,0;13,0
2020-03-07;Piemonte;110;38;148;54;202;63;0;5;207;1046;;64,0;253,0;1,0;0,0;8,0
2020-03-08;Piemonte;245;45;290;65;355;153;0;5;360;1636;;153,0;590,0;0,0;0,0;7,0
2020-03-09;Piemonte;222;50;272;65;337;-18;0;13;350;1681;;-10,0;45,0;8,0;0,0;5,0
2020-03-10;Piemonte;306;66;372;64;436;99;0;17;453;2374;;103,0;693,0;4,0;0,0;16,0
2020-03-11;Piemonte;319;75;394;86;480;44;0;21;501;2431;;48,0;57,0;4,0;0,0;9,0
2020-03-12;Piemonte;368;97;465;89;554;74;0;26;580;2879;;79,0;448,0;5,0;0,0;22,0
2020-03-13;Piemonte;556;135;691;103;794;240;0;46;840;3105;;260,0;226,0;20,0;0,0;38,0
2020-03-14;Piemonte;538;150;688;126;814;20;0;59;873;3680;;33,0;575,0;13,0;0,0;15,0
2020-03-15;Piemonte;726;171;897;133;1030;216;0;81;1111;4375;;238,0;695,0;22,0;0,0;21,0
2020-03-16;Piemonte;1045;186;1231;174;1405;375;0;111;1516;5588;;405,0;1213,0;30,0;0,0;15,0
2020-03-17;Piemonte;1378;206;1584;180;1764;359;0;133;1897;6543;;381,0;955,0;22,0;0,0;20,0
2020-03-18;Piemonte;1780;227;2007;180;2187;423;0;154;2341;7516;;444,0;973,0;21,0;0,0;21,0
2020-03-19;Piemonte;2279;257;2536;218;2754;567;3;175;2932;8853;;591,0;1337,0;21,0;3,0;30,0
2020-03-20;Piemonte;1541;280;1821;1423;3244;490;8;209;3461;9975;;529,0;1122,0;34,0;5,0;23,0
2020-03-21;Piemonte;1976;301;2277;1229;3506;262;8;238;3752;10701;;291,0;726,0;29,0;0,0;21,0
2020-03-22;Piemonte;2118;308;2426;1701;4127;621;10;283;4420;12701;;668,0;2000,0;45,0;2,0;7,0
2020-03-23;Piemonte;2194;343;2537;1992;4529;402;17;315;4861;13560;;441,0;859,0;32,0;7,0;35,0
2020-03-24;Piemonte;2404;360;2764;2360;5124;595;17;374;5515;15469;;654,0;1909,0;59,0;0,0;17,0
2020-03-25;Piemonte;2544;381;2925;2631;5556;432;19;449;6024;16655;;509,0;1186,0;75,0;2,0;21,0
2020-03-26;Piemonte;2633;408;3041;2909;5950;394;135;449;6534;18054;;510,0;1399,0;0,0;116,0;27,0
2020-03-27;Piemonte;2852;431;3283;3064;6347;397;176;569;7092;19705;;558,0;1651,0;120,0;41,0;23,0
2020-03-28;Piemonte;3094;439;3533;3318;6851;504;203;617;7671;21511;;579,0;1806,0;48,0;27,0;8,0
2020-03-29;Piemonte;2985;443;3428;3840;7268;417;254;684;8206;24058;;535,0;2547,0;67,0;51,0;4,0
2020-03-30;Piemonte;2985;452;3437;4218;7655;387;308;749;8712;25478;;506,0;1420,0;65,0;54,0;9,0
2020-03-31;Piemonte;3174;452;3626;4456;8082;427;365;854;9301;27658;;589,0;2180,0;105,0;57,0;0,0
2020-04-01;Piemonte;3146;453;3599;4871;8470;388;439;886;9795;30060;;494,0;2402,0;32,0;74,0;1,0
2020-04-02;Piemonte;3341;453;3794;5005;8799;329;571;983;10353;32100;;558,0;2040,0;97,0;132,0;0,0
2020-04-03;Piemonte;3300;452;3752;5378;9130;331;723;1043;10896;34281;;543,0;2181,0;60,0;152,0;-1,0
2020-04-04;Piemonte;3441;450;3891;5802;9693;563;888;1128;11709;37181;;813,0;2900,0;85,0;165,0;-2,0
2020-04-05;Piemonte;3472;444;3916;6261;10177;484;1017;1168;12362;38539;;653,0;1358,0;40,0;129,0;-6,0
2020-04-06;Piemonte;3484;438;3922;6623;10545;368;1128;1251;12924;41123;;562,0;2584,0;83,0;111,0;-6,0
2020-04-07;Piemonte;3553;432;3985;6719;10704;159;1320;1319;13343;44121;;419,0;2998,0;68,0;192,0;-6,0
2020-04-08;Piemonte;3493;423;3916;7073;10989;285;1516;1378;13883;48495;;540,0;4374,0;59,0;196,0;-9,0
2020-04-09;Piemonte;3514;412;3926;7410;11336;347;1732;1454;14522;52807;;639,0;4312,0;76,0;216,0;-11,0
2020-04-10;Piemonte;3497;394;3891;7685;11576;240;1904;1532;15012;57457;;490,0;4650,0;78,0;172,0;-18,0
2020-04-11;Piemonte;3435;384;3819;8351;12170;594;2205;1633;16008;62577;;996,0;5120,0;101,0;301,0;-10,0
2020-04-12;Piemonte;3429;381;3810;8695;12505;335;2426;1729;16660;66555;;652,0;3978,0;96,0;221,0;-3,0
2020-04-13;Piemonte;3344;379;3723;9042;12765;260;2543;1826;17134;69170;;474,0;2615,0;97,0;117,0;-2,0
2020-04-14;Piemonte;3395;367;3762;9293;13055;290;2708;1927;17690;71678;;556,0;2508,0;101,0;165,0;-12,0
2020-04-15;Piemonte;3338;366;3704;9491;13195;140;3019;2015;18229;75664;;539,0;3986,0;88,0;311,0;-1,0
2020-04-16;Piemonte;3418;346;3764;10019;13783;588;3231;2094;19108;80708;;879,0;5044,0;79,0;212,0;-20,0
2020-04-17;Piemonte;3266;333;3599;10399;13998;215;3634;2171;19803;86714;;695,0;6006,0;77,0;403,0;-13,0
2020-04-18;Piemonte;3271;323;3594;10629;14223;225;3989;2252;20464;91844;;661,0;5130,0;81,0;355,0;-10,0
2020-04-19;Piemonte;3201;305;3506;10964;14470;247;4256;2331;21057;96569;71644,0;593,0;4725,0;79,0;267,0;-18,0
2020-04-20;Piemonte;3299;301;3600;10957;14557;87;4383;2409;21349;99669;73192,0;292,0;3100,0;78,0;127,0;-4,0
2020-04-21;Piemonte;3116;293;3409;11402;14811;254;4659;2485;21955;105434;76406,0;606,0;5765,0;76,0;276,0;-8,0
2020-04-22;Piemonte;3213;273;3486;11636;15122;311;5058;2559;22739;111513;81176,0;784,0;6079,0;74,0;399,0;-20,0
2020-04-23;Piemonte;3039;261;3300;11852;15152;30;5358;2630;23140;117970;84648,0;401,0;6457,0;71,0;300,0;-12,0
2020-04-24;Piemonte;2918;257;3175;12216;15391;239;5732;2699;23822;125300;89392,0;682,0;7330,0;69,0;374,0;-4,0
2020-04-25;Piemonte;2937;238;3175;12327;15502;111;6157;2767;24426;131107;93325,0;604,0;5807,0;68,0;425,0;-19,0
2020-04-26;Piemonte;2866;214;3080;12439;15519;17;6478;2823;24820;135142;96977,0;394,0;4035,0;56,0;321,0;-24,0
2020-04-27;Piemonte;2830;214;3044;12464;15508;-11;6712;2878;25098;139348;99144,0;278,0;4206,0;55,0;234,0;0,0
2020-04-28;Piemonte;2701;202;2903;12603;15506;-2;7008;2936;25450;144531;102514,0;352,0;5183,0;58,0;296,0;-12,0
2020-04-29;Piemonte;2637;202;2839;12682;15521;15;7337;3003;25861;151266;106179,0;411,0;6735,0;67,0;329,0;0,0
2020-04-30;Piemonte;2621;199;2820;12673;15493;-28;7730;3066;26289;156534;110157,0;428,0;5268,0;63,0;393,0;-3,0
2020-05-01;Piemonte;2503;181;2684;12878;15562;69;8025;3097;26684;162568;114786,0;395,0;6034,0;31,0;295,0;-18,0
2020-05-02;Piemonte;2550;178;2728;12991;15719;157;8334;3126;27179;168479;118814,0;495,0;5911,0;29,0;309,0;-3,0
2020-05-03;Piemonte;2496;169;2665;12973;15638;-81;8640;3152;27430;172208;121176,0;251,0;3729,0;26,0;306,0;-9,0
2020-05-04;Piemonte;2391;161;2552;13010;15562;-76;8874;3186;27622;176078;123801,0;192,0;3870,0;34,0;234,0;-8,0
2020-05-05;Piemonte;2307;155;2462;12861;15323;-239;9235;3216;27774;181316;126685,0;152,0;5238,0;30,0;361,0;-6,0
2020-05-06;Piemonte;2147;150;2297;12561;14858;-465;9834;3247;27939;188057;131269,0;165,0;6741,0;31,0;599,0;-5,0
2020-05-07;Piemonte;2147;150;2297;12172;14469;-389;10384;3282;28135;194584;134567,0;196,0;6527,0;35,0;550,0;0,0
2020-05-08;Piemonte;2013;140;2153;11954;14107;-362;10956;3305;28368;201183;138830,0;233,0;6599,0;23,0;572,0;-10,0
2020-05-09;Piemonte;2010;143;2153;11781;13934;-173;11284;3331;28549;205800;141515,0;181,0;4617,0;26,0;328,0;3,0
2020-05-10;Piemonte;2024;137;2161;11489;13650;-284;11648;3367;28665;210370;145131,0;116,0;4570,0;36,0;364,0;-6,0
2020-02-24;Puglia;0;0;0;0;0;0;0;0;0;0;;0,0;0,0;0,0;0,0;0,0
2020-02-25;Puglia;0;0;0;0;0;0;0;0;0;0;;0,0;0,0;0,0;0,0;0,0
2020-02-26;Puglia;0;0;0;0;0;0;0;0;0;0;;0,0;0,0;0,0;0,0;0,0
2020-02-27;Puglia;1;0;1;0;1;1;0;0;1;0;;1,0;0,0;0,0;0,0;0,0
2020-02-28;Puglia;1;0;1;2;3;2;0;0;3;242;;2,0;242,0;0,0;0,0;0,0
2020-02-29;Puglia;1;0;1;2;3;0;0;0;3;252;;0,0;10,0;0,0;0,0;0,0
2020-03-01;Puglia;1;0;1;2;3;0;0;0;3;262;;0,0;10,0;0,0;0,0;0,0
2020-03-02;Puglia;2;0;2;2;4;1;0;0;4;278;;1,0;16,0;0,0;0,0;0,0
2020-03-03;Puglia;2;0;2;4;6;2;0;0;6;298;;2,0;20,0;0,0;0,0;0,0
2020-03-04;Puglia;4;0;4;3;7;1;1;1;9;322;;3,0;24,0;1,0;1,0;0,0
2020-03-05;Puglia;5;1;6;6;12;5;1;1;14;359;;5,0;37,0;0,0;0,0;1,0
2020-03-06;Puglia;5;1;6;9;15;3;1;1;17;395;;3,0;36,0;0,0;0,0;0,0
2020-03-07;Puglia;9;2;11;12;23;8;1;2;26;395;;9,0;0,0;1,0;0,0;1,0
2020-03-08;Puglia;17;3;20;16;36;13;1;3;40;627;;14,0;232,0;1,0;0,0;1,0
2020-03-09;Puglia;20;6;26;20;46;10;1;3;50;685;;10,0;58,0;0,0;0,0;3,0
2020-03-10;Puglia;28;6;34;21;55;9;1;3;59;747;;9,0;62,0;0,0;0,0;0,0
2020-03-11;Puglia;38;4;42;29;71;16;1;5;77;909;;18,0;162,0;2,0;0,0;-2,0
2020-03-12;Puglia;58;2;60;38;98;27;1;5;104;1269;;27,0;360,0;0,0;0,0;-2,0
2020-03-13;Puglia;77;2;79;42;121;23;3;5;129;1449;;25,0;180,0;0,0;2,0;0,0
2020-03-14;Puglia;91;6;97;59;156;35;2;8;166;1681;;37,0;232,0;3,0;-1,0;4,0
2020-03-15;Puglia;116;6;122;90;212;56;2;16;230;2017;;64,0;336,0;8,0;0,0;0,0
2020-03-16;Puglia;116;6;122;90;212;0;2;16;230;2017;;0,0;0,0;0,0;0,0;0,0
2020-03-17;Puglia;155;14;169;151;320;108;2;18;340;3077;;110,0;1060,0;2,0;0,0;8,0
2020-03-18;Puglia;156;30;186;176;362;42;2;19;383;3433;;43,0;356,0;1,0;0,0;16,0
2020-03-19;Puglia;173;31;204;245;449;87;4;25;478;4046;;95,0;613,0;6,0;2,0;1,0
2020-03-20;Puglia;191;31;222;329;551;102;4;26;581;4789;;103,0;743,0;1,0;0,0;0,0
2020-03-21;Puglia;209;33;242;400;642;91;4;29;675;5617;;94,0;828,0;3,0;0,0;2,0
2020-03-22;Puglia;252;37;289;459;748;106;7;31;786;6160;;111,0;543,0;2,0;3,0;4,0
2020-03-23;Puglia;285;45;330;532;862;114;7;37;906;6761;;120,0;601,0;6,0;0,0;8,0
2020-03-24;Puglia;317;57;374;566;940;78;21;44;1005;7345;;99,0;584,0;7,0;14,0;12,0
2020-03-25;Puglia;349;64;413;610;1023;83;22;48;1093;8223;;88,0;878,0;4,0;1,0;7,0
2020-03-26;Puglia;480;76;556;539;1095;72;22;65;1182;9191;;89,0;968,0;17,0;0,0;12,0
2020-03-27;Puglia;530;82;612;624;1236;141;29;69;1334;10233;;152,0;1042,0;4,0;7,0;6,0
2020-03-28;Puglia;563;98;661;697;1358;122;29;71;1458;11500;;124,0;1267,0;2,0;0,0;16,0
2020-03-29;Puglia;559;99;658;774;1432;74;31;86;1549;12361;;91,0;861,0;15,0;2,0;1,0
2020-03-30;Puglia;590;106;696;889;1585;153;36;91;1712;13117;;163,0;756,0;5,0;5,0;7,0
2020-03-31;Puglia;609;105;714;940;1654;69;39;110;1803;14073;;91,0;956,0;19,0;3,0;-1,0
2020-04-01;Puglia;637;107;744;1012;1756;102;61;129;1946;15209;;143,0;1136,0;19,0;22,0;2,0
2020-04-02;Puglia;645;118;763;1101;1864;108;69;144;2077;16554;;131,0;1345,0;15,0;8,0;11,0
2020-04-03;Puglia;648;123;771;1178;1949;85;69;164;2182;17924;;105,0;1370,0;20,0;0,0;5,0
2020-04-04;Puglia;627;153;780;1193;1973;24;94;173;2240;18977;;58,0;1053,0;9,0;25,0;30,0
2020-04-05;Puglia;574;159;733;1289;2022;49;113;182;2317;20080;;77,0;1103,0;9,0;19,0;6,0
2020-04-06;Puglia;625;97;722;1393;2115;93;134;195;2444;22059;;127,0;1979,0;13,0;21,0;-62,0
2020-04-07;Puglia;615;93;708;1429;2137;22;168;209;2514;23149;;70,0;1090,0;14,0;34,0;-4,0
2020-04-08;Puglia;639;90;729;1509;2238;101;177;219;2634;24493;;120,0;1344,0;10,0;9,0;-3,0
2020-04-09;Puglia;630;86;716;1585;2301;63;190;225;2716;26088;;82,0;1595,0;6,0;13,0;-4,0
2020-04-10;Puglia;631;80;711;1625;2336;35;235;238;2809;27812;;93,0;1724,0;13,0;45,0;-6,0
2020-04-11;Puglia;627;73;700;1702;2402;66;249;253;2904;29463;;95,0;1651,0;15,0;14,0;-7,0
2020-04-12;Puglia;609;71;680;1772;2452;50;277;260;2989;30973;;85,0;1510,0;7,0;28,0;-2,0
2020-04-13;Puglia;600;71;671;1841;2512;60;286;267;3065;31922;;76,0;949,0;7,0;9,0;0,0
2020-04-14;Puglia;611;62;673;1879;2552;40;288;278;3118;33071;;53,0;1149,0;11,0;2,0;-9,0
2020-04-15;Puglia;592;73;665;1908;2573;21;323;288;3184;34518;;66,0;1447,0;10,0;35,0;11,0
2020-04-16;Puglia;603;58;661;1964;2625;52;334;299;3258;36158;;74,0;1640,0;11,0;11,0;-15,0
2020-04-17;Puglia;590;62;652;2004;2656;31;364;307;3327;38278;;69,0;2120,0;8,0;30,0;4,0
2020-04-18;Puglia;594;60;654;2040;2694;38;401;314;3409;40423;;82,0;2145,0;7,0;37,0;-2,0
2020-04-19;Puglia;590;60;650;2136;2786;92;427;316;3529;42598;41580,0;120,0;2175,0;2,0;26,0;0,0
2020-04-20;Puglia;584;66;650;2160;2810;24;431;326;3567;44189;43119,0;38,0;1591,0;10,0;4,0;6,0
2020-04-21;Puglia;569;65;634;2178;2812;2;459;351;3622;45984;44760,0;55,0;1795,0;25,0;28,0;-1,0
2020-04-22;Puglia;564;60;624;2250;2874;62;494;362;3730;48342;46925,0;108,0;2358,0;11,0;35,0;-5,0
2020-04-23;Puglia;536;55;591;2345;2936;62;531;372;3839;50410;49403,0;109,0;2068,0;10,0;37,0;-5,0
2020-04-24;Puglia;496;51;547;2386;2933;-3;565;383;3881;52472;51517,0;42,0;2062,0;11,0;34,0;-4,0
2020-04-25;Puglia;469;48;517;2402;2919;-14;602;391;3912;54628;53500,0;31,0;2156,0;8,0;37,0;-3,0
2020-04-26;Puglia;464;48;512;2425;2937;18;612;399;3948;55992;55397,0;36,0;1364,0;8,0;10,0;0,0
2020-04-27;Puglia;449;51;500;2412;2912;-25;641;405;3958;56976;55897,0;10,0;984,0;6,0;29,0;3,0
